id,f_01_past_tense,f_02_perfect_aspect,f_03_present_tense,f_04_place_adverbials,f_05_time_adverbials,f_06_first_person_pronouns,f_07_second_person_pronouns,f_08_third_person_pronouns,f_09_pronoun_it,f_10_demonstrative_pronoun,f_11_indefinite_pronoun,f_12_proverb_do,f_13_wh_question,f_14_nominalization,f_15_gerunds,f_16_other_nouns,f_17_agentless_passives,f_18_by_passives,f_19_be_main_verb,f_20_existential_there,f_21_that_verb_comp,f_22_that_adj_comp,f_23_wh_clause,f_24_infinitives,f_25_present_participle,f_26_past_participle,f_27_past_participle_whiz,f_28_present_participle_whiz,f_29_that_subj,f_30_that_obj,f_31_wh_subj,f_32_wh_obj,f_33_pied_piping,f_34_sentence_relatives,f_35_because,f_36_though,f_37_if,f_38_other_adv_sub,f_39_prepositions,f_40_adj_attr,f_41_adj_pred,f_42_adverbs,f_43_type_token,f_44_mean_word_length,f_45_conjuncts,f_46_downtoners,f_47_hedges,f_48_amplifiers,f_49_emphatics,f_50_discourse_particles,f_51_demonstratives,f_52_modal_possibility,f_53_modal_necessity,f_54_modal_predictive,f_55_verb_public,f_56_verb_private,f_57_verb_suasive,f_58_verb_seem,f_59_contractions,f_61_stranded_preposition,f_62_split_infinitve,f_63_split_auxiliary,f_64_phrasal_coordination,f_66_neg_synthetic,f_67_neg_analytic,
3537,JY6,74.18205914,10.50277479,29.71920815,4.804108341,3.859852564,19.3323946,15.85355753,73.70164831,12.22562743,4.008945581,4.837240123,8.415472542,0.430713162,13.78282117,13.16988321,117.1208482,0.414147271,0.049697672,12.60664292,1.490930175,2.352356498,0.563240288,0.695767415,13.89878241,2.269527044,0.480410834,1.325271266,2.849333223,1.623457301,0.944255777,0.59637207,0.082829454,0.364449598,0.646069742,0.646069742,0.911123996,3.462271184,0.695767415,75.78895055,43.60142467,5.748364118,69.195726,0.072459206,4.225881215,0.314751926,1.921643336,1.027085232,2.352356498,6.907976476,1.093348795,6.079681935,5.135426158,1.060217013,4.472790524,7.819100472,20.29321627,3.611364201,1.739418537,18.66975897,0.695767415,0.049697672,0.811728651,4.158038599,1.027085232,13.5508987
3538,JY7,73.02823759,10.11868733,36.34306166,4.31590305,4.723808521,25.8954183,22.71112398,67.1596621,11.81610042,4.486960183,4.210637122,6.250164478,0.513171399,6.776494118,8.329166557,126.4506961,0.197373615,0.013158241,12.60559488,1.723729572,2.48690755,0.250006579,0.500013158,11.40819495,1.776362536,0.368430748,1.723729572,1.381615306,1.486881234,0.355272507,0.763177978,0.092107687,0.65791205,0.631595568,0.710545014,0.276323061,3.197452565,1.013184557,67.06755441,31.77715203,6.289639201,58.92260323,0.05655412,4.129288304,0.236848338,1.96057791,0.960551593,1.263191137,5.131713992,1.500039475,4.9738151,4.105371194,1.460564752,6.513329298,9.644990658,17.13202979,3.329034975,0.52632964,17.71099239,1.092134004,0.026316482,0.684228532,3.105344877,1.539514198,11.07923893
3539,JY8,81.52761893,13.13715187,31.06550029,4.683008253,6.151278168,24.31145869,18.63930018,78.28196965,13.78628172,3.724768941,4.404809743,8.005934902,0.494575129,7.712280919,15.39365089,116.5651757,0.309109456,0.030910946,11.8698031,2.210132608,1.49918086,0.370931347,1.035516676,17.32558499,4.713919199,0.417297765,1.313715187,1.947389571,1.097338568,0.479119656,0.355475874,0.170010201,0.66458533,0.757318166,1.035516676,0.401842292,3.122005502,1.066427622,67.55587153,34.99119038,5.285771692,73.83079348,0.06930234,4.148111111,0.401842292,2.828351519,0.401842292,1.792834843,5.007573182,1.020061204,3.16837192,4.961206763,1.545547278,5.749435875,6.599486878,19.3657074,4.38935427,1.081883095,22.41043554,0.973694785,0.030910946,1.190071404,2.967450774,1.746468424,13.29170659
3540,JY9,81.84272697,14.06232422,26.15592305,5.137435782,6.13117336,23.92470094,14.92481344,62.36172048,8.981137736,1.949975625,3.037462032,5.456181798,0.524993438,8.36239547,12.01859977,137.1545356,0.581242734,0.037499531,12.93733828,1.63122961,2.606217422,0.29999625,0.468744141,15.18731016,2.737465782,0.29999625,1.274984063,1.781227735,0.037499531,0.468744141,2.587467657,0.674991563,0.524993438,0.674991563,0.956238047,1.649979375,2.474969063,1.424982188,70.03037462,40.89323883,5.924925938,57.44928188,0.091930101,4.317011368,0.768740391,1.237484531,0.581242734,1.049986875,3.149960625,0.693741328,2.474969063,5.193685079,2.23122211,5.474931563,11.90610117,16.33104586,5.924925938,1.63122961,15.41230735,0.431244609,0.037499531,0.393745078,3.524955938,1.668729141,8.793640079
3541,JYA,62.18121706,8.434943555,44.03973042,3.970216313,5.778713424,31.21070404,22.6768583,52.77138053,10.07389406,3.41918985,4.083247383,8.194752533,0.480382045,5.482006867,10.52601834,131.2573294,0.339093208,0,14.8918434,1.92152818,1.92152818,0.395608743,0.833604137,15.42874098,1.893270413,0.353222092,0.904248555,1.850883762,0.678186416,0.53689758,0.437995394,0.141288837,0.310835441,0.706444184,1.186826229,0.678186416,2.741003433,1.370501717,66.46226882,41.00202043,7.530695,65.03525156,0.055922122,4.109701493,0.183675488,2.034559249,0.904248555,2.797518968,6.45689984,1.257470647,3.828927476,4.53537166,1.540048321,6.668833095,7.629597186,20.19017477,3.461576501,0.6923153,23.15724035,0.607541998,0.014128884,0.791217486,4.775562683,1.667208274,12.57470647
3542,JYB,73.3327769,7.561973124,36.6413488,3.822719306,5.441949754,23.75427761,16.77656289,70.0776229,10.78374092,2.670895585,3.8561055,7.194724981,0.51748602,5.542108338,10.83382022,123.6290794,0.417327435,0,11.81871296,2.086637176,1.185209916,0.166930974,0.51748602,11.16768216,2.921292046,0.467406727,1.218596111,1.73608213,0.717803188,0.45071363,0.550872214,0.083465487,0.217010266,0.434020533,0.617644604,0.350555045,2.937985143,0.868041065,67.32326183,35.60637676,5.59218763,74.55137301,0.069159503,4.084707879,0.317168851,2.303647442,0.717803188,1.085051331,5.875970286,2.320340539,3.605709039,4.156581254,1.251982305,6.126366747,5.809197897,16.00868041,3.004757533,0.667723896,23.67081212,0.51748602,0.016693097,0.968199649,4.907770637,1.135130623,11.16768216
3543,JYC,68.86528611,5.829117305,32.63362976,4.980674355,5.907676838,30.49681048,19.59274738,58.03978255,10.14989159,2.199666908,3.095245577,5.122081513,0.204254784,6.630424536,13.60651101,139.8831034,0.298526223,0,11.3911322,1.42978349,1.178392986,0.235678597,0.644188166,13.88932533,3.739433743,0.26710241,1.885428778,2.293938346,0.062847626,0.345661943,0.989850108,0.125695252,0.487069101,0.911290576,0.53420482,0.298526223,2.639600289,1.335512051,82.67605191,41.74653552,5.13779342,73.53172234,0.073468875,4.189244175,0.471357194,1.822581152,0.424221475,2.451057411,4.352198096,0.832731044,3.000974138,3.833705182,1.16268108,5.153505326,7.526003205,15.77475411,3.880840901,0.549916727,20.31549508,0.471357194,0,0.565628633,2.608176476,1.74402162,9.018634321
3544,JYD,75.08657942,5.669802936,28.56354776,5.409298477,3.999509639,27.99656747,18.41919765,73.95261884,10.02175978,2.834901468,2.94216801,5.25606056,0.275828251,5.991602562,18.5111404,128.2907843,0.306475834,0.030647583,9.684636366,1.287198504,1.317846088,0.35244721,0.658923044,11.58478654,5.731098103,0.812160961,1.532379172,4.520518557,0.62827546,0.505685127,0.321799626,0.122590334,0.275828251,0.306475834,0.919427503,0.735542003,1.60899813,0.720218211,73.646143,46.93677404,4.244690306,65.1414386,0.057969904,4.227231895,0.107266542,1.762236048,0.459713752,2.084035674,5.393974685,0.904103711,3.892243097,3.739005179,1.118636795,4.643108891,9.485427074,16.24321922,3.815624138,0.275828251,17.46912256,0.750865794,0.09194275,0.934751295,4.060804806,0.98072267,9.546722241
3545,JYE,66.55645359,8.786431545,45.92211609,3.229855498,6.000489836,32.74246877,19.3179035,55.91783003,12.6438893,4.684055841,4.07176096,7.362845947,0.352069557,8.082292432,9.87325496,119.3668871,0.443913789,0.061229488,14.57261817,2.066495224,2.556331129,0.520450649,0.795983346,16.82280186,2.724712221,0.214303208,0.688831741,1.301126623,0.688831741,1.010286554,0.734753857,0.15307372,0.765368602,0.658216997,0.443913789,1.102130786,2.724712221,0.97967181,62.68368846,36.47746755,6.842395298,78.19005633,0.055030002,4.124946369,0.551065393,1.790962528,0.520450649,2.740019593,6.429096253,3.24516287,3.826843008,4.255449424,3.076781778,8.771124173,12.15405339,18.21577272,2.908400686,0.964364438,28.77785942,0.551065393,0,1.224589762,3.459466079,1.423585599,10.82231203
3546,JYF,85.7130292,13.01747391,16.2865017,4.207224112,7.080450334,16.78491849,12.43110121,82.79582503,9.909698604,2.492083969,3.914037762,4.96950862,0.190571127,9.030139557,12.65099097,115.11962,0.454438841,0.029318635,11.03846605,1.436613111,6.787263985,1.09944881,0.601032016,18.63199249,2.096282397,0.337164302,0.659669286,1.700480826,0.498416794,1.436613111,0.542394746,0.601032016,0.850240413,0.527735429,0.967514953,2.404128064,2.697314413,2.609358508,76.05253899,31.79605958,4.353817286,78.77917204,0.057449865,4.207514206,0.879559048,2.257534889,0.381142254,1.979007857,6.494077636,0.80626246,5.819749032,5.189398382,2.066963762,5.438606778,9.997654509,21.81306438,6.083616747,1.09944881,13.82373637,0.98217427,0.11727454,0.967514953,2.536061921,2.096282397,10.89187287
3547,JYL,22.4824356,17.33021077,76.01204416,1.538976246,4.416192707,56.40682503,28.37069254,7.694881231,17.12947474,11.04048177,8.230177317,16.39344262,0.736032118,8.364001338,7.293409167,93.67681499,0.468384075,0,11.37504182,2.408832385,3.680160589,0.401472064,1.472064236,21.74640348,0.535296086,0.133824021,0.602208096,0.869856139,0.669120107,2.475744396,0.802944128,1.137504182,1.070592171,2.542656407,2.81030445,0.334560054,5.352960856,1.605888257,55.33623285,27.16627635,5.152224824,76.2796922,0.067112747,4.023054097,0.401472064,1.672800268,0.736032118,3.546336567,8.029441285,3.7470726,10.77283372,11.50886584,2.074272332,7.159585146,7.092673135,20.54198729,4.817664771,0.133824021,44.42957511,3.211776514,0.066912011,1.137504182,2.475744396,0.334560054,14.31917029
3548,JYM,24.44630171,8.497005154,106.9090403,0.905418582,6.546872824,43.73868227,54.60370525,19.15308539,21.86934113,7.521938989,8.984538237,19.5013233,0.975066165,10.65608023,7.521938989,92.2134002,0.557180666,0,16.50647723,1.392951665,3.412731578,0.626828249,1.601894414,18.10837164,0.348237916,0.069647583,0,1.114361332,0.626828249,1.741189581,1.184008915,0.348237916,1.114361332,0.139295166,2.019779914,0.905418582,6.546872824,0.487533083,54.53405767,23.05335005,8.497005154,66.8616799,0.075080095,4.05518561,0.139295166,0.626828249,1.044713748,3.064493662,14.76528764,2.089427497,8.914890653,6.89511074,1.114361332,9.332776153,14.55634489,27.92868087,2.855550912,0.069647583,43.87797743,0.905418582,0.20894275,0.975066165,3.482379161,0.20894275,15.67070623
3549,JYN,18.92773048,9.644991849,99.57435247,1.765984423,4.120630321,40.43651512,38.98750226,12.22604601,27.53124434,8.965767071,7.652599167,12.40717261,0.181126607,6.067741351,7.2450643,90.11048723,0.271689911,0,12.63358087,3.894222061,2.082955986,0.226408259,1.177322949,11.81851114,0.271689911,0.045281652,0.271689911,0.860351386,1.041477993,1.584857816,0.860351386,0.72450643,1.358449556,1.086759645,2.490490853,0.271689911,8.422387249,0.769788082,72.17895309,27.6670893,5.116826662,87.21246151,0.068828111,3.774217772,0.226408259,1.041477993,9.101612027,2.581054157,12.45245427,3.214997283,8.603513856,9.690273501,0.588661474,4.528165187,6.248867959,41.70440138,1.947111031,0.72450643,44.91939866,5.660206484,0.090563304,0.815069734,3.667813802,0.362253215,11.18456801
3550,K1B,30.36698063,11.68473432,59.22338724,4.198507197,6.397725253,5.598009597,1.732717256,26.21290208,8.930158166,2.021503465,2.488004265,2.243646703,0.044428648,11.9513062,9.241158699,260.2852319,0.577572419,0,12.90652213,1.888217523,1.821574551,0.288786209,0.555358095,15.55002666,0.933001599,0.311000533,1.688288608,2.57686156,0.4665008,0.444286476,2.665718856,0.533143771,0.4665008,1.044073218,0.666429714,0.488715124,1.155144837,0.733072685,98.94259819,49.44908477,4.043006931,49.89337125,0.114470411,4.595760234,0.133285943,1.599431313,0.266571886,0.955215923,5.175937444,0.777501333,3.22107695,4.731650969,0.933001599,4.79829394,9.729873823,11.12937622,3.243291274,0.688644038,14.81695397,0.510929447,0.044428648,0.444286476,5.198151768,0.933001599,4.220721521
3551,K1C,25.48029609,12.00205383,65.70108254,3.701168114,7.359548158,6.88887938,2.16079757,26.635574,10.78259381,3.080741089,1.968251252,2.738436524,0.085576141,13.97030508,8.750160455,250.1818493,1.069701767,0.085576141,13.77775876,2.267767746,1.347824227,0.427880707,0.427880707,15.27534123,0.834367378,0.470668778,1.690128792,2.545890206,0.59903299,0.513456848,2.20358564,0.235334389,0.32091053,1.091095802,0.791579308,0.748791237,1.540370545,0.770185272,92.50780882,50.76804587,5.113174447,53.24975397,0.11244705,4.580214282,0.171152283,1.412006333,0.256728424,1.283642121,5.669419366,0.984125626,4.300201104,4.214624963,1.091095802,4.984810235,10.52586539,10.41889521,2.652860383,0.385092636,18.39887039,0.449274742,0.042788071,0.492062813,5.391296906,1.112489838,5.00620427
3552,K1D,31.64801235,12.1960633,60.28560401,3.576482697,7.48745658,5.609159913,1.955486942,28.2259102,8.490930143,2.212787855,2.547279043,1.826836485,0.051460183,15.30940435,8.799691239,259.4622411,1.003473562,0.102920365,12.1703332,1.955486942,2.573009134,0.128650457,0.360221279,14.5632317,0.694712466,0.514601827,1.775376303,2.830310048,0.694712466,0.720442558,2.418628586,0.180110639,0.540331918,1.620995755,1.132124019,0.283031005,0.95201338,0.900553197,96.07616107,47.8322398,4.60568635,52.48938634,0.11820404,4.626717276,0.257300913,1.33796475,0.308761096,1.029203654,5.660620095,1.106393928,3.319181783,3.422102148,0.95201338,4.451305802,10.96101891,10.90955873,3.344911874,0.231570822,15.54097517,0.257300913,0.025730091,0.514601827,4.477035893,1.286504567,4.657146533
3553,K1E,28.36719183,12.28354867,62.876158,4.251997617,6.716923772,5.196885977,1.499496744,28.6753076,10.51701826,2.690877719,2.054105129,2.321138796,0.020541051,13.86520962,9.695376209,253.0041288,1.150298872,0.123246308,13.4954707,1.91031777,2.218433539,0.451903128,0.513526282,16.55608734,0.842183103,0.451903128,1.766530411,2.608713514,0.513526282,0.47244418,2.095187232,0.225951564,0.205410513,1.129757821,0.883265206,0.390279975,2.07464618,0.944888359,92.2293203,47.34712323,4.888770207,51.64020295,0.109360557,4.590253605,0.287574718,1.561119898,0.369738923,1.027052565,5.505001746,0.965429411,3.307109258,4.251997617,0.965429411,5.813117515,11.44136557,11.35920136,2.670336668,0.616231539,15.77552739,0.492985231,0,0.616231539,4.560113387,1.10921677,4.662818643
3554,K1F,31.30069663,12.42962115,58.90352133,4.246588415,7.51503006,5.487164806,1.288290867,27.72211089,9.829182174,1.932436301,1.932436301,1.717721157,0.095428953,14.88691669,9.447466361,256.3221681,0.930432293,0.190857906,12.97833763,1.741578395,2.266437637,0.286286859,0.524859242,15.5787766,1.025861246,0.69185991,2.338009352,2.051722493,0.596430957,0.596430957,2.576581735,0.190857906,0.238572383,1.407577059,0.811146102,0.501002004,1.073575723,1.049718485,96.8365302,47.30890352,3.674014696,53.22549862,0.11575532,4.598659658,0.095428953,1.622292203,0.405573051,1.216719153,4.747590419,1.192861914,3.363870598,2.982154786,0.739574387,4.127302223,11.30833095,10.66418551,3.053726501,0.668002672,15.50720489,0.119286191,0.071571715,0.596430957,4.890733849,1.336005344,4.365874606
3555,K1G,26.79360901,11.18628036,61.81242417,3.619090703,7.320433468,5.449199071,2.282494705,27.20486932,9.787995312,2.344183751,2.385309782,2.446998828,0.020563015,13.34539697,10.26094466,254.3645,1.028150768,0.082252061,13.07807777,2.529250889,2.323620736,0.30844523,0.431823323,14.57917789,1.254343937,0.390697292,1.871234398,2.714318028,0.534638399,0.57576443,2.035738521,0.2673192,0.493512369,1.521663137,0.945898707,0.616890461,1.624478213,0.616890461,95.90590364,48.56984228,3.824720857,52.41512615,0.11101972,4.569440655,0.082252061,1.377722029,0.411260307,1.336595998,5.572577163,0.863646645,4.071477041,4.194855134,1.089839814,5.469762086,10.52826386,10.8367091,2.57037692,0.781394584,15.56620263,0.411260307,0,0.884209661,4.318233226,1.15152886,4.421048303
3556,K1H,26.30528219,11.95481128,60.07938558,3.593489443,8.760598445,4.298095216,1.150856096,26.0704136,9.535664796,2.137304178,2.583554501,1.526645842,0.023486859,13.27007539,9.277309345,261.1268995,0.892500646,0.211381732,12.80033821,1.972896165,1.738027574,0.352302887,0.328816027,14.79672123,0.822040069,0.493224041,1.620593278,2.654015079,0.493224041,0.469737182,2.137304178,0.234868591,0.587171478,1.009934941,0.657632055,0.446250323,1.362237828,1.080395519,92.49125114,46.62141532,4.157174061,53.26819644,0.112760411,4.607603143,0.187894873,1.503158983,0.234868591,0.798553209,5.23756958,1.05690866,3.311647133,4.133687202,1.526645842,5.801254198,11.27369237,10.47513916,2.912370529,0.469737182,15.45435329,0.211381732,0.023486859,0.728092632,4.368555793,1.385724687,4.345068934
3557,K1J,29.56745144,10.29877522,59.77719209,3.455072977,7.065181281,4.651059777,1.129543089,26.09023056,9.944408762,2.436269407,2.547008926,2.303381985,0.044295807,14.17465837,10.1437399,257.9566344,1.01880357,0.132887422,13.24444641,2.347677792,2.21479037,0.132887422,0.553697593,14.61761644,1.01880357,0.465105978,1.61679697,2.790635866,0.686585015,0.531549689,2.170494563,0.243626941,0.354366459,1.040951474,0.930211955,0.553697593,1.01880357,0.664437111,96.29908529,49.83278333,3.610108303,51.40528449,0.113286527,4.617034284,0.199331133,1.727536489,0.531549689,0.819472437,5.160461562,0.819472437,4.407432836,3.765143629,0.930211955,4.806095103,10.45381055,10.25447941,2.901375385,0.442958074,14.70620806,0.17718323,0,0.553697593,4.938982525,0.620141304,4.496024451
3558,K1K,30.48409525,11.05944724,58.86059447,3.324352512,6.648705023,4.888753694,2.02068486,28.28958804,9.42986268,2.759429863,2.151051625,2.064140448,0.043455588,13.25395446,9.755779593,255.3667652,1.08638971,0.195550148,13.53641578,2.216235008,2.237962802,0.347644707,0.434555884,14.77490005,1.042934121,0.67356162,1.716495741,2.390057361,0.564922649,0.478011472,2.976707805,0.304189119,0.608378237,1.108117504,0.434555884,0.67356162,1.021206327,0.869111768,93.97270989,49.90874326,4.019641926,52.95063445,0.11111594,4.581348492,0.217277942,1.75995133,0.391100295,0.912567356,5.779593256,0.434555884,3.389535894,3.563358248,1.216756475,5.192942812,9.321223709,11.32018078,2.69424648,0.478011472,14.94872241,0.217277942,0.021727794,0.325916913,5.54058752,1.129845298,4.367286633
3559,K1L,28.22871376,10.42190129,59.40702222,3.517664795,7.450457733,6.052131355,2.272280364,27.57324827,10.92442483,2.294129214,2.010094169,2.294129214,0.02184885,11.44879722,10.05047084,255.8718783,0.961349385,0.065546549,13.39334484,1.704210273,1.747907973,0.218488497,0.415128144,14.61688042,0.983198235,0.480674692,1.682361424,2.884048155,0.939500535,0.65546549,1.90084992,0.218488497,0.436976993,1.26723328,0.721012039,0.415128144,1.726059123,0.63361664,94.14669318,46.18846818,4.544560729,52.13135528,0.113876204,4.569967108,0.196639647,1.463872927,0.393279294,1.245384431,5.156328519,0.939500535,3.342873998,3.801699841,0.830256287,5.789945159,10.05047084,11.44879722,2.840350456,0.677314339,16.88916079,0.284035046,0.02184885,0.699163189,4.522711879,0.939500535,4.435316481
3560,K1M,29.62311189,11.04057989,61.08981208,4.588020866,7.206754237,5.865962751,1.780738692,27.08817799,9.846437475,2.828232041,2.2835355,1.969287495,0.041899734,12.86321832,9.993086544,258.0604613,0.963693881,0.167598936,12.52802045,1.990237362,2.744432573,0.188548803,0.670395743,14.97915488,1.110342949,0.586596275,2.07403683,3.184379779,0.502796807,0.670395743,2.388284834,0.20949867,0.293298138,1.298891752,0.921794147,0.796094945,1.487440555,0.607546142,93.96015335,46.78105294,4.085224059,52.31181782,0.109484005,4.608263622,0.167598936,1.403641087,0.377097605,1.298891752,4.692770201,0.879894413,3.624326986,3.435778183,1.047493348,4.734669935,11.71097564,11.4176775,3.24722938,0.335197871,16.80179331,0.418997339,0.020949867,0.586596275,5.069867806,1.131292816,5.174617141
3561,K1N,28.52217521,12.62677144,63.55922717,3.828329639,6.761143574,7.611883493,1.432825128,28.38784785,11.12678264,2.417892404,2.328340833,2.776098686,0.044775785,12.60438355,9.089484407,254.371236,0.873127812,0.089551571,13.09691719,2.238789263,2.149237692,0.335818389,0.492533638,15.76107641,0.828352027,0.604473101,1.835807195,2.708935008,0.582085208,0.604473101,2.664159223,0.223878926,0.313430497,1.611928269,1.164170417,0.671636779,1.679091947,0.559697316,93.51422751,47.14890187,4.276087492,51.42498937,0.114334968,4.597425699,0.268654712,1.208946202,0.223878926,1.320885665,4.365639062,0.805964135,4.43280274,3.828329639,1.097006739,5.440257909,11.21633421,11.91035888,3.940269102,0.335818389,17.48494414,0.268654712,0.022387893,0.649248886,4.522354311,1.052230954,4.791009022
3562,K1P,31.1728189,11.50345994,59.51983624,3.804819438,7.209131567,7.164630755,1.668780455,28.52502058,9.45642258,2.447544668,2.069287765,2.158289389,0.044500812,12.30447456,9.812429077,255.7461674,0.890016243,0.155752842,13.26124202,2.336292637,2.403043856,0.422757715,0.356006497,15.13027613,0.956767461,0.51175934,1.579778831,2.803551165,0.489508934,0.7342634,2.247291013,0.244754467,0.578510558,1.045769085,0.756513806,0.400507309,1.24602274,0.645261776,92.91769575,46.5478495,4.027323499,52.35520548,0.114011081,4.570392408,0.200253655,1.335024364,0.244754467,1.112520303,4.650334869,1.045769085,3.537814565,3.693567408,1.090269897,5.162094208,10.65794451,11.39220791,3.827069844,0.801014619,16.06479318,0.422757715,0.066751218,0.689762588,4.872838929,1.223772334,4.895089335
3563,K1R,30.49972954,12.00432738,61.26992053,3.703241376,7.073607124,6.345441684,2.059667957,29.75075937,9.882245246,2.226105771,2.558981401,2.787833396,0.124828361,12.27478883,9.216493987,253.6720343,1.102650522,0.187242542,12.64927392,2.413348313,2.267715225,0.520118171,0.436899264,14.60491824,0.79057962,0.436899264,1.601963966,2.413348313,0.540922898,0.644946532,2.808638123,0.187242542,0.582532351,0.936212708,0.936212708,0.416094537,1.24828361,0.624141805,91.3327508,48.49581825,4.618649357,52.59434944,0.114592435,4.581764396,0.166437815,1.227478883,0.45770399,1.414721425,5.38842425,1.165064703,4.285773728,4.348187908,1.269088337,4.909915533,12.04593684,12.35800774,2.683809762,0.644946532,16.76860983,0.312070903,0.041609454,0.769774893,4.972329713,1.18586943,5.117962801
3564,K1S,27.90882976,10.33738022,63.40819022,3.648487136,6.605019815,6.667924766,1.866180202,26.81847728,11.44870101,2.096831687,2.642007926,2.453293074,0,11.76322577,10.98739804,252.3956302,0.985510893,0.083873267,13.98586735,2.704912877,2.306514856,0.419366337,0.545176239,14.27942379,1.00647921,0.167746535,1.635528716,2.809754461,0.733891091,0.503239605,2.642007926,0.398398021,0.314524753,1.509718815,0.733891091,0.545176239,1.425845547,0.691954457,93.66547147,48.98198822,4.319473276,52.92403179,0.113669246,4.573854186,0.104841584,1.34197228,0.398398021,1.635528716,5.661445556,0.901637626,4.403346543,3.921075255,0.691954457,5.200142585,10.33738022,10.65190497,2.495229708,0.901637626,17.11014657,0.272588119,0.041936634,0.712922774,5.200142585,0.838732675,5.36788912
3565,K1T,28.66341725,11.35804677,63.45302509,4.136296561,6.841658096,6.3944909,1.252068148,28.26096678,10.46371238,2.660644815,2.615928096,2.056969101,0.067075079,11.89464741,10.06126191,251.5762644,1.296784868,0.089433439,13.92925815,2.325269418,2.034610741,0.424808836,0.245941958,15.27075974,1.02848455,0.313017037,2.012252381,2.414702857,0.536600635,0.268300317,2.213477619,0.178866878,0.402450476,1.184993069,1.02848455,0.469525556,1.587443545,0.737825873,90.81965747,48.40584895,4.784688995,51.64781112,0.11136699,4.585179902,0.089433439,1.229709788,0.469525556,1.09555963,5.679023387,0.849617672,4.963555874,3.376112328,0.760184233,6.170907302,11.26861333,10.64257926,2.772436614,0.424808836,18.33385503,0.290658677,0,0.715467513,4.382238519,1.09555963,4.851764075
3566,K1U,29.58241758,11.6043956,60.79120879,3.692307692,6.549450549,7.824175824,2.791208791,25.93406593,11.40659341,2.285714286,2.527472527,2.637362637,0.10989011,12.3956044,9.67032967,254.9010989,1.208791209,0.065934066,12.65934066,1.912087912,1.868131868,0.285714286,0.549450549,15.01098901,0.813186813,0.241758242,1.582417582,2.483516484,0.725274725,0.549450549,2.725274725,0.263736264,0.549450549,0.945054945,0.681318681,0.351648352,1.318681319,0.527472527,94.08791209,50.17582418,4.703296703,51.03296703,0.114,4.596582395,0.10989011,1.230769231,0.395604396,1.516483516,5.274725275,0.681318681,4.263736264,3.912087912,0.967032967,5.472527473,11.12087912,11.69230769,2.923076923,0.505494505,16.98901099,0.417582418,0.043956044,0.615384615,5.032967033,0.659340659,5.186813187
3567,K1V,27.98789713,10.45652754,63.45109905,4.026875501,7.052594109,7.275073418,2.536264127,27.52069058,11.12396547,2.425024473,2.580759989,3.381685503,0.066743793,12.70356857,10.74575065,248.9320993,0.867669307,0.111239655,13.79371718,2.224793094,2.269288956,0.289223102,0.289223102,16.73044407,0.912165169,0.333718964,1.89107413,3.604164813,0.689685859,0.46720655,2.425024473,0.266975171,0.400462757,0.823173445,0.823173445,0.600694135,1.490611373,0.578446205,92.21767376,47.29910118,4.560825843,53.9289846,0.117936282,4.577419355,0.177983448,1.468363442,0.444958619,1.112396547,6.696627214,0.756429652,4.316098603,3.693156536,0.978908961,4.694313429,10.94598202,11.81365133,2.958974815,0.556198274,18.46578268,0.511702412,0,0.600694135,4.783305153,0.889917238,5.873453769
3568,K1W,29.03763065,11.41712327,61.98556567,3.98271742,6.565449323,6.082695696,1.955152188,26.45489874,10.01713775,2.124115957,2.631007265,2.220666683,0,12.50331893,10.11368848,252.6249728,1.279297111,0.168963769,12.88952183,2.486181177,2.148253639,0.458615945,0.410340583,16.34121026,0.868956528,0.555166671,1.641362331,3.427550749,0.603442033,0.603442033,2.775833353,0.36206522,0.796543484,1.037920297,1.037920297,0.482753627,1.206884067,0.699992759,95.46452968,49.67534819,4.34478264,50.73740616,0.11545053,4.584338462,0.120688407,1.472398561,0.434478264,1.327572473,5.479253663,0.72413044,4.730985542,3.668927563,1.182746385,5.020637718,11.17574646,11.10333341,3.331000024,0.579304352,17.4515436,0.36206522,0.024137681,0.675855077,4.803398586,1.037920297,5.310289894
3569,K1X,30.33424658,10.95890411,60.82191781,3.835616438,6.991780822,8.263013699,2.410958904,26.73972603,10.60821918,2.21369863,2.454794521,2.630136986,0.043835616,12.49315068,9.621917808,250.8273973,1.052054795,0.043835616,12.64657534,2.564383562,1.753424658,0.306849315,0.460273973,15.75890411,1.008219178,0.416438356,1.665753425,3.134246575,0.61369863,0.526027397,2.454794521,0.328767123,0.61369863,1.117808219,0.832876712,0.854794521,1.271232877,0.920547945,94.02739726,49.68767123,4.536986301,52.62465753,0.112328767,4.581205435,0.263013699,1.446575342,0.504109589,1.446575342,4.646575342,0.898630137,3.704109589,4.032876712,1.052054795,5.128767123,9.665753425,11.22191781,3.156164384,0.569863014,17.18356164,0.504109589,0.043835616,0.679452055,4.098630137,1.402739726,5.369863014
